Vodka Lime & Soda 250ml
Gin & Rose Lemonade 250ml
Côtes De Provence Rosé
Touraine Rose
Cava Brut 75cl
Rosé Cava 75cl
Bucks Fizz 75cl
Lanson Black Label Brut
Etienne Dumont Brut Champagne
Conegliano Prosecco
Conegliano Prosecco
Pinot Grigio
Vinedos Barrihuelo Rioja Crianza
Pinot Grigio
Languedoc White Wine
Petit Chablis
New York Bakery Co. Bagels
New York Bakery Co. Bagels
Half Ciabatta
Wholegrain Fruit & Fibre Cereal 1kg
Wholegrain Bran Flakes Cereal 1kg
Garlic Baguette x2 420g
Indian Plain Naan x2 260g
White Pittas x6
Plain Tortilla Wraps x8 512g
Icing Sugar 1kg
White Granulated Sugar 500g
White Caster Sugar 500g
Fairtrade Demerara Cane Sugar 500g
Fairtrade Light Soft Brown Sugar 500g
Fairtrade Dark Soft Brown Sugar 500g
Homepride Extra Fine Plain Flour
Homepride Extra Fine Self Raising Flour
Strong Stoneground 100% Wholemeal Flour 1.5kg
Lemon Juice 250ml
Cheddar Cheese Crispies
British Mature Cheddar Cheese 400g
British Mature Grated Cheddar Cheese 250g
Parmigiano Reggiano Cheese 200g
Cypriot Halloumi Cheese 225g
Italian Mozzarella Cheese 150g
Somerset Brie Cheese 160g
Cottage Cheese 300g
Ricotta Cheese 250g
British Mature Cheddar Cheese Slices 240g
Emmental Cheese Slices 250g
Somerset Goats Cheese 100g
New York Cheesecake Dessert 550g
Millionaire's Cheesecake Dessert 550g
Sweet Pancakes x6 375g
Syrup Sponge Pudding 2x110g
Chocolate Sponge Pudding 2x110g
Caramel Panna Cotta 2x120g
Gϋ Hot Chocolate Molten Middle Desserts (2x100g)
British Single Cream 300ml
Double Cream 300ml
Frubes Strawberry
Cadbury Dairy Milk Buttons Twin Pot 85g
Cadbury Flake Twin Pot 85g
Mousse Chocolate 6x60g
Crème Caramel 4x100g
Milkybar White Chocolate Sharing Bar 100g
Polo Mints
Flying Saucers Sweets 17.5g
Cracked Bulgur Wheat 500g
Heinz Big Soup
Fairtrade Colombian Decaff Coffee
Gold Roast Decaffeinated Instant Coffee Granules 200g
Fairtrade Colombian Coffee
Fairtrade Italian Style Coffee
Ovaltine Malt Drink
Mild Chilli Powder 44g
Oregano 12g
Mixed Herbs 14g
Ground Cumin 43g
Ground Cinnamon 38g
Garlic Granules 56g
Smoked Paprika 44g
Thyme 12g
Basil 15g
Parsley 6g
Rosemary 22g
Black Peppercorn Grinder 50g
Rock Salt Grinder 100g
Celery Salt 78g
Frank Cooper's Fine Cut Oxford Marmalade
Batchelors Super Noodles
Batchelors Super Noodles
Olive Oil 1L
Filippo Berio Olive Oil
Spaghetti
Fusilli 1kg
Penne 1kg
Farfalle 500g
Wholewheat Fusilli 1kg
Spirali 500g
Conchiglie (Shells) 500g
Lasagne Sheets 500g
Cous Cous 500g
Giant Cous Cous 300g
Quinoa 300g
Green Lentils In Water 410g (265g*)
Garden Peas In Water 300g (185g*)
Arborio Risotto Rice 500g
Easy Cook Long Grain White Rice 1kg
Brown Rice 1kg
Brown Basmati Rice 1kg
Microwave Rice Basmati 250g
Microwave Rice Brown 250g
Tomato Puree
Coconut Milk 400ml
Loyd Grossman Pasta Sauce
Lemon Curd
Strawberry
Balsamic Vinegar
Nail Polish Remover 250ml
Veet Hair Removal Cream
Veet Ready To Use Wax Strips
Veet Ready To Use Wax Strips
Gillette Venus Razor Blades x4
Garlic Slices x10 260g
Frozen Blueberries 400g
Frozen Raspberries 350g
Red Berry Mix
British Skinless Chicken Fillets 1kg
Quorn Vegetarian Chicken Style Nuggets 300g
Cocktail Sausage Rolls x50 800g
Raw Jumbo King Prawns
Garden Peas 910g
Petits Pois 910g
McCain Home Chips
Broccoli Florets 1kg
Hash Browns 700g
Mixed Vegetables 1kg
Baby Whole Leaf Spinach 1kg
Whole Green Beans 1kg
Sweetcorn
Mini Crispy Potatoes 700g
Vegetable Medley 1kg
Broad Beans 750g
Button Sprouts 1kg
Carrots
Sweet Potato Fries 500g
Fresh Packed Flat Leaf Parsley 30g
Fresh Packed Basil 30g
Fresh Packed Mint 30g
Fairtrade Bananas x5
Pink Lady Apples x6
Red Seedless Grapes 500g
Limes x5
Lemons Unwaxed minimum 5
Blueberries 150g
Raspberries 150g
Oranges x5
Conference Pears
Red Grapefruit
ProductDisplay?storeId=10151&productId=817246&urlRequestType=Base&categoryId=12545&catalogId=10241&langId=44
Medium Pineapple
Strawberries 400g
Italian Style Salad 160g
Mixed Leaf Salad 200g
Wild Rocket 120g
Asparagus Tips 100g
Broccoli 335g
Baking Potatoes x4
Baby Potatoes 1kg
Sweet Potato 1.2kg
Vittoria on the Vine Cherry Tomatoes
Jubilee Large Vine Tomatoes
Cauliflower
Courgettes 500g
Large Whole  Cucumber
Single Large Avocado
Kale 200g
Baby Leaf Spinach 100g
Celery 450g
Leeks Loose
Aubergine
Baby Button Mushrooms 200g
Mixed Peppers (Colours may vary) x3
Large Onions x3
Garlic x4
Eat Natural Bar
Dried Mango 100g
Prunes 500g
Ready to Eat Dried Apricots 500g
Figs 500g
Dried Apricots
Mango 250g
Melon & Grape Medley 380g
Grissini Bread Sticks 125g
Gruyere Poppy Seed Twists
Mixed Nuts 300g
Unsalted Mixed Nuts 200g
Sea Salt & Black Pepper Cashews 150g
Roasted Salted Pistachios 300g
Fudco Walnut Halves
Queen Olives with Lemon & Coriander 160g
Pimento Stuffed Olives with Manchego & Chilli 160g
Trio Of Spanish Olives 300g
Potato Salad 300g
Egg Bites x12 240g
Scotch Eggs x2 226g
Antibacterial Spray 750ml
Thick Bleach
Thick Bleach 750ml
Limescale Remover 500ml
Cif Cream

